Word,Polarity
"gunsthirdly	","	0.4"
"guntenberg	","	0.4"
"gunter	","	0.5"
"gunther	","	0.5"
"guntoting	","	0.4"
"guppy	","	0.5"
"gupta	","	0.5"
"guptil	","	0.5"
"gurantee	","	0.4"
"gurdebekes	","	0.4"
"gurgle	","	0.5"
"gurgling	","	0.5"
"gurinda	","	0.5"
"gurinder	","	0.5"
"gurkan	","	0.4"
"gurkha	","	0.4"
"gurl	","	0.5"
"gurnemanz	","	0.5"
"gurney	","	0.5"
"gurning	","	0.4"
"gurns	","	0.4"
"guru	","	0.5"
"gurueduardo	","	0.5"
"gurus	","	0.4"
"gus	","	0.5"
"gusabercrombie	","	0.4"
"gushed	","	0.4"
"gusher	","	0.4"
"gushes	","	0.5"
"gushy	","	0.4"
"gusman	","	0.5"
"guss	","	0.5"
"gussets	","	0.4"
"gussie	","	0.5"
"gussied	","	0.5"
"gust	","	0.4"
"gustad	","	0.5"
"gustafson	","	0.5"
"gustav	","	0.5"
"gustave	","	0.5"
"gustobr	","	0.5"
"gut	","	0.5"
"gutarys	","	0.5"
"gutbased	","	0.5"
"gutbuster	","	0.5"
"gutbusting	","	0.5"
"gutchurning	","	0.5"
"gutenbergs	","	0.4"
"guthrie	","	0.4"
"guthries	","	0.4"
"gutlevel	","	0.5"
"gutman	","	0.4"
"guts	","	0.4"
"gutsgore	","	0.4"
"gutsplittingly	","	0.5"
"gutstons	","	0.4"
"gutted	","	0.4"
"guttedbr	","	0.5"
"guttenberg	","	0.4"
"guttenburg	","	0.4"
"gutterballs	","	0.4"
"gutterbr	","	0.4"
"gutteridge	","	0.5"
"gutters	","	0.5"
"guttersnipe	","	0.5"
"gutting	","	0.4"
"guttman	","	0.5"
"guttural	","	0.4"
"gutwrenching	","	0.5"
"gutwrenchingly	","	0.5"
"guv	","	0.4"
"guy	","	0.4"
"guy	","	0.4"
"guyana	","	0.5"
"guybr	","	0.4"
"guycreepy	","	0.5"
"guydan	","	0.5"
"guygal	","	0.4"
"guyholy	","	0.4"
"guyken	","	0.4"
"guyland	","	0.5"
"guynextdoor	","	0.5"
"guypretendinghorse	","	0.4"
"guypretty	","	0.4"
"guyrefreshing	","	0.4"
"guys	","	0.4"
"guysbad	","	0.5"
"guysbr	","	0.5"
"guyscifi	","	0.5"
"guysespecially	","	0.4"
"guysgal	","	0.4"
"guysgood	","	0.5"
"guyss	","	0.4"
"guysstory	","	0.4"
"guystrouby	","	0.4"
"guyyardleyrees	","	0.5"
"guzman	","	0.5"
"guzmán	","	0.5"
"guzmanbloodrayne	","	0.5"
"guzzling	","	0.4"
"gwangi	","	0.4"
"gwangwas	","	0.5"
"gwar	","	0.4"
"gwarbr	","	0.4"
"gwarcostume	","	0.5"
"gwb	","	0.4"
"gwbush	","	0.4"
"gwen	","	0.5"
"gweneth	","	0.4"
"gwenllian	","	0.5"
"gwenn	","	0.4"
"gwenneth	","	0.5"
"gwilym	","	0.4"
"gwizdo	","	0.5"
"gwoemul	","	0.4"
"gwot	","	0.4"
"gwpabsts	","	0.5"
"gwtw	","	0.5"
"gwyenth	","	0.4"
"gwyenths	","	0.4"
"gwyne	","	0.4"
"gwynedd	","	0.4"
"gwyneth	","	0.5"
"gwynne	","	0.5"
"gwynnelewis	","	0.5"
"gwynnes	","	0.5"
"gwynyth	","	0.4"
"gyaos	","	0.4"
"gyarah	","	0.5"
"gye	","	0.5"
"gyllenhaal	","	0.5"
"gyllenhaalbr	","	0.5"
"gyllenhaals	","	0.5"
"gym	","	0.5"
"gymakta	","	0.4"
"gymbr	","	0.4"
"gymkata	","	0.4"
"gymkatabr	","	0.4"
"gymkatas	","	0.4"
"gymnasium	","	0.5"
"gymnasiumbr	","	0.4"
"gymnast	","	0.4"
"gymnastics	","	0.4"
"gymnastix	","	0.4"
"gymnasts	","	0.4"
"gymnaststar	","	0.4"
"gyms	","	0.4"
"gymtoned	","	0.4"
"gynaecological	","	0.4"
"gyneth	","	0.5"
"gynoid	","	0.4"
"gypbr	","	0.4"
"gypo	","	0.5"
"gypos	","	0.5"
"gypped	","	0.4"
"gyppos	","	0.5"
"gypsies	","	0.4"
"gypsiewitch	","	0.4"
"gypsy	","	0.5"
"gypsytype	","	0.5"
"gyrate	","	0.4"
"gyrated	","	0.4"
"gyrating	","	0.4"
"gyrations	","	0.4"
"gyro	","	0.5"
"gyspy	","	0.5"
"gyudon	","	0.5"
"gyula	","	0.5"
"gyuri	","	0.4"
"gywnne	","	0.4"
"gywnneespecially	","	0.4"
"haaaaaaaa	","	0.4"
"haaaaaaaaaaaaaarr	","	0.4"
"haack	","	0.4"
"haacks	","	0.4"
"haaga	","	0.4"
"haan	","	0.5"
"haara	","	0.4"
"haarman	","	0.4"
"haary	","	0.5"
"haas	","	0.5"
"haasans	","	0.4"
"haavard	","	0.4"
"habanera	","	0.4"
"habenera	","	0.5"
"haber	","	0.5"
"haberdasheries	","	0.4"
"haberland	","	0.4"
"habilities	","	0.5"
"habitación	","	0.5"
"habitants	","	0.5"
"habitat	","	0.4"
"habitatbr	","	0.5"
"habitats	","	0.5"
"habitbr	","	0.5"
"habits	","	0.4"
"habits	","	0.5"
"habitually	","	0.5"
"habituated	","	0.5"
"habituation	","	0.5"
"habousch	","	0.4"
"habr	","	0.4"
"habuah	","	0.5"
"hacen	","	0.5"
"hacienda	","	0.5"
"hackbarth	","	0.4"
"hackbr	","	0.4"
"hackdom	","	0.5"
"hacked	","	0.4"
"hackensack	","	0.4"
"hackenstein	","	0.4"
"hackensteins	","	0.4"
"hackenstiens	","	0.4"
"hackerling	","	0.4"
"hackers	","	0.4"
"hackett	","	0.5"
"hackfactory	","	0.4"
"hacking	","	0.4"
"hackjob	","	0.4"
"hackman	","	0.4"
"hackmans	","	0.4"
"hackney	","	0.4"
"hackneyedbr	","	0.4"
"hackneyedtells	","	0.4"
"hacknslash	","	0.4"
"hacks	","	0.4"
"hacksaw	","	0.4"
"hackslash	","	0.5"
"hacktor	","	0.4"
"hackwork	","	0.4"
"hadass	","	0.4"
"hadda	","	0.5"
"haddad	","	0.4"
"haddads	","	0.4"
"hadddd	","	0.4"
"haddock	","	0.4"
"haddockbr	","	0.4"
"haddofield	","	0.5"
"haddonfield	","	0.5"
"haden	","	0.5"
"hader	","	0.4"
"hades	","	0.4"
"hadfield	","	0.5"
"hadha	","	0.4"
"hadith	","	0.4"
"hadled	","	0.5"
"hadley	","	0.5"
"hadleyrobert	","	0.5"
"hadleys	","	0.5"
"hadleyville	","	0.5"
"hadly	","	0.5"
"hadnt	","	0.5"
"hae	","	0.4"
"haefengstal	","	0.4"
"haenel	","	0.5"
"haese	","	0.5"
"haev	","	0.4"
"haff	","	0.4"
"haft	","	0.5"
"hafte	","	0.5"
"hagan	","	0.4"
"hagar	","	0.5"
"hagars	","	0.5"
"hagarty	","	0.5"
"hagartys	","	0.5"
"hagbr	","	0.4"
"hagel	","	0.4"
"hagelin	","	0.4"
"hagen	","	0.5"
"hagens	","	0.4"
"hagerthy	","	0.5"
"hagerthys	","	0.5"
"hagerty	","	0.5"
"haggardlooking	","	0.5"
"haggerty	","	0.4"
"haggertys	","	0.4"
"haggis	","	0.4"
"haggling	","	0.5"
"hagia	","	0.5"
"hagiography	","	0.5"
"hags	","	0.4"
"hague	","	0.5"
"hah	","	0.4"
"haha	","	0.4"
"hahabr	","	0.4"
"hahah	","	0.4"
"hahaha	","	0.4"
"hahahabr	","	0.4"
"hahahah	","	0.5"
"hahahaha	","	0.4"
"hahahahabr	","	0.4"
"hahahahafunny	","	0.4"
"hahahahaha	","	0.4"
"hahahahhahhahabr	","	0.4"
"hahahhaa	","	0.4"
"hahahumour	","	0.4"
"hahk	","	0.5"
"hahn	","	0.5"
"haht	","	0.4"
"hai	","	0.5"
"haiducks	","	0.4"
"haiduk	","	0.4"
"haifa	","	0.5"
"haig	","	0.4"
"haige	","	0.5"
"haigh	","	0.5"
"haight	","	0.5"
"haiku	","	0.4"
"hailed	","	0.4"
"hailing	","	0.5"
"hails	","	0.5"
"hailsham	","	0.5"
"hailstones	","	0.5"
"hailstorm	","	0.5"
"haim	","	0.4"
"haims	","	0.4"
"hain	","	0.4"
"haine	","	0.4"
"haines	","	0.5"
"hainesbr	","	0.5"
"hainess	","	0.5"
"hainey	","	0.5"
"hair	","	0.4"
"hairbad	","	0.5"
"hairball	","	0.4"
"hairband	","	0.5"
"hairbr	","	0.4"
"hairbrained	","	0.4"
"haircut	","	0.4"
"haircutmanicure	","	0.4"
"haircuts	","	0.4"
"hairdo	","	0.4"
"hairdos	","	0.4"
"hairdosbr	","	0.4"
"hairdresser	","	0.4"
"hairdressers	","	0.5"
"hairdressing	","	0.5"
"hairdryerweapons	","	0.5"
"hairdrying	","	0.5"
"hairline	","	0.4"
"hairlooks	","	0.4"
"hairpieces	","	0.4"
"hairpin	","	0.4"
"hairpulling	","	0.4"
"hairraising	","	0.5"
"hairs	","	0.5"
"hairsbreadth	","	0.4"
"hairshirts	","	0.5"
"hairspray	","	0.5"
"hairstyle	","	0.5"
"hairstylebr	","	0.4"
"hairstyles	","	0.4"
"hairstylist	","	0.5"
"hairtrigger	","	0.5"
"haiti	","	0.4"
"haitian	","	0.5"
"haitians	","	0.4"
"haje	","	0.4"
"haji	","	0.4"
"hajime	","	0.4"
"hak	","	0.5"
"hakim	","	0.5"
"haku	","	0.4"
"hakuna	","	0.5"
"hal	","	0.5"
"halaqah	","	0.5"
"halarity	","	0.4"
"halbert	","	0.4"
"haldane	","	0.5"
"haldeman	","	0.5"
"halebr	","	0.5"
"halen	","	0.5"
"halereginald	","	0.5"
"hales	","	0.4"
"halestorm	","	0.4"
"haley	","	0.5"
"haleys	","	0.5"
"halfaliendemon	","	0.4"
"halfarsed	","	0.5"
"halfasleep	","	0.5"
"halfass	","	0.4"
"halfassed	","	0.4"
"halfassery	","	0.4"
"halfassesd	","	0.4"
"halfassing	","	0.4"
"halfautomobile	","	0.4"
"halfbad	","	0.4"
"halfbaked	","	0.4"
"halfbakedbr	","	0.4"
"halfblack	","	0.4"
"halfblind	","	0.5"
"halfbody	","	0.5"
"halfbr	","	0.4"
"halfbreed	","	0.4"
"halfbrother	","	0.5"
"halfbrothers	","	0.5"
"halfcaste	","	0.5"
"halfcentury	","	0.5"
"halfclosed	","	0.5"
"halfcocked	","	0.4"
"halfcomedy	","	0.5"
"halfcompleted	","	0.5"
"halfcomprehended	","	0.4"
"halfconvinced	","	0.5"
"halfcovered	","	0.5"
"halfcrazy	","	0.5"
"halfdead	","	0.5"
"halfdecent	","	0.4"
"halfdescent	","	0.4"
"halfdeveloped	","	0.5"
"halfdinosaurhalffish	","	0.4"
"halfdocumentary	","	0.5"
"halfdozen	","	0.5"
"halfdressed	","	0.4"
"halfdrunk	","	0.4"
"halfeaten	","	0.4"
"halfeducated	","	0.5"
"halfelf	","	0.5"
"halfentertaining	","	0.4"
"halfescape	","	0.4"
"halfexpected	","	0.4"
"halfexpecting	","	0.4"
"halfexplained	","	0.4"
"halffantasy	","	0.5"
"halffilled	","	0.4"
"halffinished	","	0.5"
"halffinishedbr	","	0.4"
"halfforgotten	","	0.4"
"halfformed	","	0.5"
"halffunny	","	0.5"
"halfgood	","	0.5"
"halfgrimace	","	0.4"
"halfhalf	","	0.5"
"halfhammerhead	","	0.4"
"halfhawaiian	","	0.5"
"halfhazzard	","	0.4"
"halfheartedbr	","	0.5"
"halfhearteddelivery	","	0.4"
"halfhigh	","	0.5"
"halfhorse	","	0.4"
"halfhour	","	0.4"
"halfhourbr	","	0.5"
"halfhuman	","	0.5"
"halfindian	","	0.5"
"halfinsane	","	0.4"
"halfkorean	","	0.4"
"halflaughs	","	0.4"
"halflife	","	0.5"
"halflight	","	0.5"
"halflings	","	0.5"
"halflizard	","	0.4"
"halflovelybr	","	0.5"
"halfmad	","	0.5"
"halfman	","	0.4"
"halfmanhalfplant	","	0.5"
"halfmeasures	","	0.4"
"halfmillion	","	0.5"
"halfmockumentary	","	0.5"
"halfmyth	","	0.5"
"halfnaked	","	0.4"
"halfnekkid	","	0.4"
"halfpanicked	","	0.5"
"halfpennyworth	","	0.5"
"halfperson	","	0.4"
"halfpie	","	0.5"
"halfpinter	","	0.4"
"halfpolishbr	","	0.5"
"halfporno	","	0.4"
"halfportuguese	","	0.5"
"halfpositive	","	0.5"
"halfprejudiced	","	0.5"
"halfprequel	","	0.5"
"halfprice	","	0.5"
"halfpromise	","	0.5"
"halfrailroad	","	0.4"
"halfrealized	","	0.4"
"halfrejected	","	0.5"
"halfremembered	","	0.5"
"halfs	","	0.5"
"halfsamoan	","	0.4"
"halfsecond	","	0.5"
"halfselfexiled	","	0.5"
"halfshark	","	0.4"
"halfshell	","	0.4"
"halfsister	","	0.5"
"halfspastic	","	0.4"
"halfspectral	","	0.5"
"halfspeed	","	0.4"
"halfspoken	","	0.5"
"halfstarved	","	0.5"
"halfsubjects	","	0.4"
"halfted	","	0.5"
"halfthought	","	0.4"
"halfthreat	","	0.5"
"halftruth	","	0.5"
"halftruths	","	0.5"
"halfuttered	","	0.5"
"halfwakes	","	0.5"
"halfwaydecent	","	0.4"
"halfwayhell	","	0.5"
"halfwit	","	0.4"
"halfwits	","	0.4"
"halfwitted	","	0.4"
"halfwritten	","	0.4"
"halfyear	","	0.5"
"haliburton	","	0.5"
"halicki	","	0.4"
"halickis	","	0.4"
"haliday	","	0.4"
"halidays	","	0.4"
"halifax	","	0.5"
"halima	","	0.5"
"hall	","	0.5"
"halla	","	0.4"
"hallam	","	0.4"
"hallams	","	0.4"
"hallan	","	0.4"
"hallans	","	0.4"
"hallarious	","	0.5"
"hallberg	","	0.5"
"hallbr	","	0.5"
"halldavis	","	0.5"
"hallday	","	0.4"
"halle	","	0.5"
"halleck	","	0.4"
"hallecks	","	0.4"
"halleluha	","	0.4"
"hallelujahbr	","	0.5"
"hallen	","	0.5"
"hallens	","	0.5"
"halley	","	0.5"
"halleys	","	0.4"
"hallgren	","	0.5"
"halliburton	","	0.5"
"halliday	","	0.5"
"hallie	","	0.5"
"hallier	","	0.5"
"hallinteriors	","	0.4"
"halliran	","	0.5"
"halliwell	","	0.5"
"hallmark	","	0.4"
"hallmarklifetime	","	0.4"
"hallmarks	","	0.5"
"hallo	","	0.4"
"halloran	","	0.4"
"hallorann	","	0.5"
"hallorans	","	0.4"
"halloway	","	0.4"
"halloways	","	0.4"
"halloweed	","	0.5"
"halloween	","	0.5"
"halloweenbased	","	0.5"
"halloweenbr	","	0.5"
"halloweenescape	","	0.5"
"halloweenoh	","	0.5"
"halloweens	","	0.5"
"hallows	","	0.4"
"hallowseve	","	0.5"
"halls	","	0.5"
"hallucinates	","	0.4"
"hallucinatingwithout	","	0.4"
"hallucinationbr	","	0.4"
"hallucinationlike	","	0.4"
"hallucinations	","	0.4"
"hallucinogen	","	0.4"
"hallucinogenics	","	0.4"
"hallucinogens	","	0.5"
"hallucinogenusing	","	0.4"
"halluzinations	","	0.5"
"hallway	","	0.4"
"hallways	","	0.4"
"hallwayyeah	","	0.4"
"halmark	","	0.4"
"halo	","	0.5"
"halop	","	0.5"
"halopesbr	","	0.4"
"halorann	","	0.4"
"halperin	","	0.4"
"halperins	","	0.4"
"halpin	","	0.4"
"halprin	","	0.5"
"hals	","	0.5"
"halsey	","	0.5"
"halsslag	","	0.5"
"halston	","	0.4"
"haltbr	","	0.4"
"halted	","	0.4"
"halter	","	0.4"
"haltertops	","	0.4"
"halton	","	0.5"
"halts	","	0.4"
"halve	","	0.4"
"halves	","	0.5"
"hama	","	0.4"
"hamaari	","	0.5"
"hamada	","	0.5"
"hamari	","	0.5"
"hamatova	","	0.5"
"hambleys	","	0.4"
"hambr	","	0.5"
"hamburg	","	0.4"
"hamburgbr	","	0.5"
"hamburger	","	0.4"
"hamburgernextbr	","	0.5"
"hamburgers	","	0.4"
"hamburgershell	","	0.4"
"hamburglar	","	0.4"
"hamcheese	","	0.5"
"hamdi	","	0.4"
"hamer	","	0.4"
"hamfisted	","	0.4"
"hamhanded	","	0.4"
"hamhandedly	","	0.4"
"hamil	","	0.5"
"hamill	","	0.5"
"hamills	","	0.5"
"hamilton	","	0.5"
"hamiltonbr	","	0.5"
"hamiltonkalama	","	0.5"
"hamiltons	","	0.4"
"hamiltonsgo	","	0.4"
"hamish	","	0.4"
"hamletbr	","	0.5"
"hamlets	","	0.5"
"hamlin	","	0.5"
"hamlinjim	","	0.5"
"hamlisch	","	0.5"
"hamlischs	","	0.4"
"hamliton	","	0.5"
"hamm	","	0.4"
"hammand	","	0.5"
"hammed	","	0.5"
"hammereddeath	","	0.4"
"hammeresses	","	0.4"
"hammerfans	","	0.5"
"hammerheadhuman	","	0.4"
"hammerheadmadscientistman	","	0.4"
"hammerheads	","	0.4"
"hammerheadshark	","	0.4"
"hammering	","	0.5"
"hammerlike	","	0.4"
"hammers	","	0.4"
"hammerstein	","	0.4"
"hammersteinbr	","	0.5"
"hammersteins	","	0.5"
"hammerstyle	","	0.4"
"hammett	","	0.5"
"hammetts	","	0.5"
"hammiest	","	0.4"
"hammill	","	0.4"
"hammily	","	0.4"
"hammin	","	0.4"
"hamminess	","	0.4"
"hammish	","	0.4"
"hammock	","	0.4"
"hammockbr	","	0.4"
"hammond	","	0.5"
"hammonds	","	0.4"
"hamms	","	0.4"
"hammsbr	","	0.5"
"hammy	","	0.5"
"hamnet	","	0.5"
"hamnett	","	0.5"
"hampden	","	0.5"
"hampeita	","	0.4"
"hampel	","	0.5"
"hampered	","	0.5"
"hampering	","	0.5"
"hampers	","	0.5"
"hampshire	","	0.4"
"hampton	","	0.5"
"hamptonalicianicole	","	0.5"
"hamptons	","	0.5"
"hams	","	0.4"
"hamsbr	","	0.4"
"hamsrendering	","	0.4"
"hamster	","	0.5"
"hamsterbr	","	0.4"
"hamtaro	","	0.4"
"hamwork	","	0.5"
"han	","	0.5"
"hana	","	0.5"
"hanahan	","	0.5"
"hanaogi	","	0.5"
"hanchewbacca	","	0.5"
"hancock	","	0.5"
"hancocks	","	0.4"
"handbag	","	0.4"
"handbags	","	0.4"
"handballbr	","	0.5"
"handbasket	","	0.5"
"handbook	","	0.4"
"handbookbr	","	0.4"
"handbr	","	0.5"
"handcamera	","	0.4"
"handclawing	","	0.4"
"handcrafted	","	0.4"
"handcuff	","	0.4"
"handcuffed	","	0.5"
"handcuffs	","	0.4"
"handdiscovered	","	0.5"
"handdowns	","	0.4"
"handdrawn	","	0.4"
"handed	","	0.4"
"handedbr	","	0.4"
"handedly	","	0.5"
"handedness	","	0.5"
"handelman	","	0.5"
"handfeet	","	0.5"
"handful	","	0.4"
"handfuldaughter	","	0.5"
"handfuls	","	0.5"
"handgen	","	0.5"
"handgrenade	","	0.5"
"handgrenades	","	0.4"
"handgun	","	0.5"
"handguns	","	0.4"
"handhand	","	0.4"
"handhandcombat	","	0.5"
"handheld	","	0.4"
"handheldcamera	","	0.5"
"handheldcameras	","	0.4"
"handholding	","	0.4"
"handicapbr	","	0.5"
"handicappedbr	","	0.4"
"handicappedm	","	0.5"
"handicappedpeople	","	0.4"
"handicaps	","	0.5"
"handing	","	0.5"
"handiwork	","	0.5"
"handjob	","	0.4"
"handjobs	","	0.4"
"handjohn	","	0.5"
"handkerchief	","	0.5"
"handkerchiefbr	","	0.4"
"handkerchiefs	","	0.4"
"handkerchiefwielding	","	0.4"
"handleappreciate	","	0.5"
"handlebar	","	0.4"
"handlebr	","	0.5"
"handled	","	0.5"
"handledbr	","	0.5"
"handlenow	","	0.5"
"handler	","	0.5"
"handlerbr	","	0.5"
"handlers	","	0.5"
"handles	","	0.5"
"handling	","	0.4"
"handlingbr	","	0.5"
"handmade	","	0.4"
"handmadeolddisneyslike	","	0.5"
"handmaidens	","	0.4"
"handouts	","	0.5"
"handover	","	0.4"
"handpainted	","	0.4"
"handpick	","	0.5"
"handpicked	","	0.5"
"handpicking	","	0.4"
"handpicks	","	0.5"
"handprint	","	0.4"
"handpuppet	","	0.4"
"handpuppets	","	0.4"
"handrails	","	0.4"
"handraised	","	0.4"
"handrubbed	","	0.5"
"hands	","	0.4"
"handsaw	","	0.4"
"handsbr	","	0.5"
"handshake	","	0.4"
"handshakes	","	0.4"
"handsmashing	","	0.4"
"handsoh	","	0.4"
"handsomebeautifulactors	","	0.5"
"handsomebr	","	0.5"
"handsomelooking	","	0.4"
"handsomelymade	","	0.4"
"handsomest	","	0.5"
"handsomeyoung	","	0.5"
"handspump	","	0.5"
"handswell	","	0.4"
"handt	","	0.5"
"handticks	","	0.4"
"handtinting	","	0.5"
"handwaiving	","	0.4"
"handworkbr	","	0.5"
"handwoven	","	0.5"
"handwriting	","	0.4"
"handwritten	","	0.4"
"handybr	","	0.4"
"handycam	","	0.4"
"handycams	","	0.4"
"handyman	","	0.5"
"handymancarpenter	","	0.5"
"handymen	","	0.5"
"handyre	","	0.4"
"handys	","	0.5"
"haneke	","	0.4"
"hanekes	","	0.4"
"haneul	","	0.5"
"haneyjardine	","	0.4"
"hanfstaengel	","	0.5"
"hanfstaengl	","	0.4"
"hanfstaengls	","	0.4"
"hangal	","	0.5"
"hangar	","	0.4"
"hanged	","	0.5"
"hanger	","	0.4"
"hangerbr	","	0.4"
"hangers	","	0.5"
"hangin	","	0.5"
"hanging	","	0.4"
"hangingbr	","	0.5"
"hangings	","	0.5"
"hangman	","	0.5"
"hangmans	","	0.4"
"hangout	","	0.5"
"hangoutsbr	","	0.5"
"hangs	","	0.4"
"hangups	","	0.5"
"hanif	","	0.5"
"hank	","	0.5"
"hanka	","	0.5"
"hankas	","	0.5"
"hankerchief	","	0.5"
"hankering	","	0.5"
"hankers	","	0.5"
"hankie	","	0.5"
"hankies	","	0.5"
"hanks	","	0.5"
"hankshaw	","	0.4"
"hanksmichael	","	0.5"
"hanksphiles	","	0.4"
"hanksryanbr	","	0.4"
"hankss	","	0.5"
"hanky	","	0.5"
"hanley	","	0.5"
"hanlon	","	0.5"
"hanlons	","	0.5"
"hanluke	","	0.5"
"hanna	","	0.5"
"hannabarbera	","	0.4"
"hannabarberas	","	0.4"
"hannah	","	0.5"
"hannahanna	","	0.5"
"hannahbr	","	0.4"
"hannahs	","	0.5"
"hannans	","	0.5"
"hannas	","	0.5"
"hannay	","	0.4"
"hannayesquebr	","	0.5"
"hannekes	","	0.4"
"hannibal	","	0.5"
"hannigan	","	0.4"
"hanns	","	0.5"
"hanoi	","	0.4"
"hanoverian	","	0.5"
"hanpei	","	0.5"
"hans	","	0.5"
"hanschristian	","	0.4"
"hansel	","	0.5"
"hansen	","	0.4"
"hansjurgen	","	0.5"
"hansjürgen	","	0.5"
"hansom	","	0.5"
"hanson	","	0.5"
"hansonwallace	","	0.4"
"hantz	","	0.5"
"hanzo	","	0.5"
"hanzô	","	0.5"
"hanzos	","	0.5"
"haoren	","	0.5"
"hap	","	0.4"
"hapblack	","	0.5"
"haplessly	","	0.4"
"haply	","	0.5"
"happed	","	0.5"
"happenanything	","	0.4"
"happenassuming	","	0.5"
"happenbr	","	0.4"
"happend	","	0.4"
"happened	","	0.4"
"happenedbr	","	0.4"
"happenedcountless	","	0.4"
"happenedfelix	","	0.5"
"happenedjason	","	0.5"
"happeneven	","	0.5"
"happengo	","	0.5"
"happenin	","	0.4"
"happening	","	0.4"
"happeningbr	","	0.5"
"happenings	","	0.5"
"happeningsbr	","	0.4"
"happeningwealthy	","	0.5"
"happeningwellok	","	0.4"
"happens	","	0.4"
"happensbr	","	0.4"
"happensdavid	","	0.5"
"happensespecially	","	0.4"
"happenseven	","	0.4"
"happensjokes	","	0.4"
"happensmother	","	0.4"
"happenstance	","	0.5"
"happenstancebr	","	0.5"
"happenstances	","	0.4"
"happentiffani	","	0.5"
"happier	","	0.5"
"happierbetter	","	0.4"
"happiest	","	0.5"
"happilybr	","	0.5"
"happilyever	","	0.5"
"happilymarried	","	0.5"
"happinessbr	","	0.5"
"happing	","	0.5"
"happosai	","	0.5"
"happpeniiiinngggg	","	0.4"
"happpy	","	0.5"
"happyalbeit	","	0.5"
"happybr	","	0.5"
"happyend	","	0.4"
"happyending	","	0.5"
"happyendings	","	0.5"
"happyever	","	0.5"
"happygabriel	","	0.5"
"happygoluck	","	0.5"
"happygolucky	","	0.5"
"happyhappy	","	0.5"
"happyhappymood	","	0.4"
"happyinterviewed	","	0.5"
"happysad	","	0.5"
"happythinking	","	0.4"
"happywithout	","	0.5"
"hapsburgs	","	0.4"
"haq	","	0.5"
"har	","	0.4"
"hara	","	0.5"
"harakiri	","	0.5"
"haralambopoulos	","	0.5"
"harald	","	0.4"
"harangued	","	0.5"
"haranguedbr	","	0.4"
"haranguing	","	0.4"
"harasses	","	0.5"
"harassing	","	0.4"
"harassments	","	0.4"
"harbach	","	0.5"
"harbinger	","	0.4"
"harbor	","	0.5"
"harborbr	","	0.5"
"harbored	","	0.4"
"harborfest	","	0.4"
"harbou	","	0.5"
"harbour	","	0.4"
"harboured	","	0.4"
"harbouring	","	0.5"
"harbours	","	0.4"
"harbr	","	0.4"
"harburg	","	0.4"
"harchard	","	0.5"
"hardass	","	0.4"
"hardback	","	0.5"
"hardbelieve	","	0.5"
"hardbitten	","	0.5"
"hardbodied	","	0.4"
"hardbody	","	0.4"
"hardbodys	","	0.4"
"hardboiled	","	0.5"
"hardboiledsoftboiled	","	0.5"
"hardbr	","	0.4"
"hardbrawling	","	0.5"
"hardcase	","	0.5"
"hardcastle	","	0.5"
"hardcorebr	","	0.4"
"hardcourtesy	","	0.5"
"hardcover	","	0.5"
"harddrinking	","	0.5"
"harddrive	","	0.5"
"harddriven	","	0.5"
"harddrives	","	0.5"
"harddriving	","	0.4"
"hardearned	","	0.4"
"hardedged	","	0.5"
"harder	","	0.4"
"harderhitting	","	0.5"
"hardest	","	0.5"
"hardestbreaking	","	0.5"
"hardesty	","	0.5"
"hardestybr	","	0.5"
"hardfind	","	0.5"
"hardfollow	","	0.5"
"hardfought	","	0.5"
"hardgore	","	0.4"
"hardhammered	","	0.4"
"hardhanded	","	0.5"
"hardhat	","	0.4"
"hardhearing	","	0.4"
"hardhitting	","	0.5"
"hardie	","	0.5"
"hardiest	","	0.5"
"hardiman	","	0.4"
"hardin	","	0.5"
"harding	","	0.5"
"hardison	","	0.4"
"hardknocks	","	0.5"
"hardline	","	0.5"
"hardlineplausiblereallife	","	0.5"
"hardliving	","	0.4"
"hardluck	","	0.5"
"hardlucked	","	0.4"
"hardlybr	","	0.4"
"hardnails	","	0.5"
"hardnosed	","	0.5"
"hardnut	","	0.4"
"hardpartying	","	0.4"
"hardplease	","	0.4"
"hardpressed	","	0.4"
"hardrock	","	0.4"
"hardrockbr	","	0.4"
"hards	","	0.4"
"hardsell	","	0.4"
"hardset	","	0.5"
"hardshipbr	","	0.5"
"hardswallow	","	0.4"
"hardtake	","	0.5"
"hardtrained	","	0.5"
"hardware	","	0.4"
"hardwatch	","	0.5"
"hardwick	","	0.5"
"hardwicke	","	0.5"
"hardwickebr	","	0.5"
"hardwickes	","	0.5"
"hardwickghost	","	0.5"
"hardwired	","	0.5"
"hardwon	","	0.4"
"hardwood	","	0.5"
"hardwork	","	0.5"
"hardworker	","	0.5"
"hardworking	","	0.5"
"hardybr	","	0.5"
"hardys	","	0.4"
"hardytype	","	0.4"
"hardyz	","	0.5"
"hare	","	0.5"
"harebrained	","	0.5"
"harel	","	0.5"
"harels	","	0.5"
"harem	","	0.4"
"hareraisingly	","	0.5"
"hares	","	0.5"
"harewood	","	0.5"
"harfpenuth	","	0.5"
"hargitay	","	0.4"
"harhar	","	0.4"
"harharhar	","	0.4"
"hari	","	0.5"
"haridwar	","	0.4"
"hariett	","	0.4"
"harilal	","	0.5"
"harilalbr	","	0.5"
"harilall	","	0.5"
"harilals	","	0.5"
"harish	","	0.4"
